Movie Name,Gross collection,Stars,Genre,Votes
Into the Blue,$18.47M,"['Paul Walker', 'Jessica Alba', 'Scott Caan', 'Ashley Scott']","Action, Adventure, Crime","78,252"
The 6th Day,$34.60M,"['Arnold Schwarzenegger', 'Michael Rapaport', 'Tony Goldwyn', 'Michael Rooker']","Action, Mystery, Sci-Fi","125,551"
Abraham Lincoln: Vampire Hunter,$37.52M,"['Benjamin Walker', 'Rufus Sewell', 'Dominic Cooper', 'Anthony Mackie']","Action, Fantasy, Horror","158,952"
Keeping Up with the Joneses,$14.90M,"['Zach Galifianakis', 'Isla Fisher', 'Jon Hamm', 'Gal Gadot']","Action, Comedy","65,437"
Doomsday,$10.96M,"['Rhona Mitra', 'Bob Hoskins', 'Alexander Siddig', 'Caryn Peterson']","Action, Sci-Fi, Thriller","78,685"
The Brothers Grimm,$37.92M,"['Matt Damon', 'Heath Ledger', 'Monica Bellucci', 'Petr Ratimec']","Action, Adventure, Comedy","124,144"
Gone,$11.65M,"['Amanda Seyfried', 'Jennifer Carpenter', 'Wes Bentley', 'Daniel Sunjata']","Action, Adventure, Mystery","45,438"
The Last Witch Hunter,$27.37M,"['Vin Diesel', 'Rose Leslie', 'Elijah Wood', 'Ólafur Darri Ólafsson']","Action, Adventure, Fantasy","106,951"
Braven,-,"['Jason Momoa', 'Garret Dillahunt', 'Jill Wagner', 'Stephen Lang']","Action, Thriller","41,055"
The Black Hole,-,"['Maximilian Schell', 'Anthony Perkins', 'Robert Forster', 'Joseph Bottoms']","Action, Sci-Fi","26,936"
Timecop,$44.85M,"['Jean-Claude Van Damme', 'Mia Sara', 'Ron Silver', 'Bruce McGill']","Action, Crime, Sci-Fi","61,862"
The Legend of Zorro,$46.46M,"['Antonio Banderas', 'Catherine Zeta-Jones', 'Rufus Sewell', 'Alberto Reyes']","Action, Adventure, Romance","105,152"
Punisher: War Zone,$8.05M,"['Ray Stevenson', 'Dominic West', 'Julie Benz', 'Doug Hutchison']","Action, Crime, Drama","65,450"
Domino,$10.17M,"['Keira Knightley', 'Mickey Rourke', 'Edgar Ramírez', 'Rizz Abbasi']","Action, Biography, Crime","68,489"
The Wandering Earth,$5.88M,"['Jing Wu', 'Chuxiao Qu', 'Guangjie Li', 'Man-Tat Ng']","Action, Adventure, Sci-Fi","34,250"
Red Tails,$49.88M,"['Cuba Gooding Jr.', 'Gerald McRaney', 'David Oyelowo', 'Andre Royo']","Action, Drama, History","36,445"
Iron Sky,-,"['Julia Dietze', 'Christopher Kirby', 'Götz Otto', 'Udo Kier']","Action, Adventure, Comedy","95,557"
The Rookie,$21.63M,"['Clint Eastwood', 'Charlie Sheen', 'Raul Julia', 'Sonia Braga']","Action, Crime, Drama","28,451"
The One,$43.91M,"['Jet Li', 'Carla Gugino', 'Delroy Lindo', 'Jason Statham']","Action, Sci-Fi, Thriller","94,255"
Daylight,$33.02M,"['Sylvester Stallone', 'Amy Brenneman', 'Viggo Mortensen', 'Dan Hedaya']","Action, Adventure, Drama","74,956"
Firefox,$46.71M,"['Clint Eastwood', 'Freddie Jones', 'David Huffman', 'Warren Clarke']","Action, Adventure, Thriller","28,473"
Undercover Brother,$38.23M,"['Eddie Griffin', 'Denise Richards', 'Aunjanue Ellis-Taylor', 'Chris Kattan']","Action, Comedy","35,697"
Fatman,-,"['Ian Nelms', 'Mel Gibson', 'Walton Goggins', 'Marianne Jean-Baptiste', 'Chance Hurstfield']","Action, Adventure, Comedy","27,998"
Ride Along 2,$91.22M,"['Ice Cube', 'Kevin Hart', 'Tika Sumpter', 'Benjamin Bratt']","Action, Comedy, Crime","61,225"
Sanctum,$23.07M,"['Rhys Wakefield', 'Allison Cratchley', 'Christopher James Baker', 'Richard Roxburgh']","Action, Adventure, Drama","56,568"
The Golden Child,$79.82M,"['Eddie Murphy', 'J.L. Reate', 'Charles Dance', 'Charlotte Lewis']","Action, Adventure, Comedy","57,828"
Another 48 Hrs.,$80.82M,"['Eddie Murphy', 'Nick Nolte', 'Brion James', 'Kevin Tighe']","Action, Comedy, Crime","43,279"
Star Wars: The Clone Wars,$35.16M,"['Matt Lanter', 'Nika Futterman', 'Tom Kane', 'Ashley Eckstein']","Animation, Action, Adventure","69,655"
Passenger 57,$44.07M,"['Wesley Snipes', 'Bruce Payne', 'Tom Sizemore', 'Alex Datcher']","Action, Crime, Thriller","49,563"
Kidnap,$30.72M,"['Halle Berry', 'Sage Correa', 'Chris McGinn', 'Lew Temple']","Action, Crime, Thriller","38,253"
Fortress,$6.74M,"['Christopher Lambert', 'Loryn Locklin', 'Kurtwood Smith', 'Clifton Collins Jr.']","Action, Crime, Sci-Fi","29,728"
The Fan,$18.57M,"['Robert De Niro', 'Wesley Snipes', 'Ellen Barkin', 'John Leguizamo']","Action, Drama, Sport","50,158"
The Double,-,"['Richard Gere', 'Topher Grace', 'Martin Sheen', 'Tamer Hassan']","Action, Crime, Drama","31,089"
3000 Miles to Graceland,$15.74M,"['Kurt Russell', 'Kevin Costner', 'Courteney Cox', 'Christian Slater']","Action, Comedy, Crime","47,890"
Men at Work,$16.25M,"['Charlie Sheen', 'Emilio Estevez', 'Leslie Hope', 'Keith David']","Action, Comedy, Crime","25,742"
Hard Rain,$19.82M,"['Morgan Freeman', 'Christian Slater', 'Randy Quaid', 'Minnie Driver']","Action, Crime, Drama","36,507"
Tiger Lives,$5.56M,"['Ali Abbas Zafar', 'Musa Muhammed Olayinka', 'Salman Khan', 'Katrina Kaif', 'Anupriya Goenka', 'Kumud Mishra']","Action, Adventure, Thriller","31,257"
Ghosted,-,"['Chris Evans', 'Ana de Armas', 'Adrien Brody', 'Mike Moh']","Action, Adventure, Comedy","47,232"
Mulan,-,"['Liu Yifei', 'Donnie Yen', 'Gong Li', 'Jet Li']","Action, Adventure, Drama","153,846"
2012,$166.11M,"['John Cusack', 'Thandiwe Newton', 'Chiwetel Ejiofor', 'Amanda Peet']","Action, Adventure, Sci-Fi","387,749"
Army of the Dead,$1.00M,"['Dave Bautista', 'Ella Purnell', 'Ana de la Reguera', 'Omari Hardwick']","Action, Crime, Drama","179,545"
Battleship,$65.42M,"['Alexander Skarsgård', 'Brooklyn Decker', 'Liam Neeson', 'Rihanna']","Action, Adventure, Sci-Fi","253,048"
Skyscraper,$68.42M,"['Dwayne Johnson', 'Neve Campbell', 'Chin Han', 'Roland Møller']","Action, Adventure, Thriller","128,047"
Teenage Mutant Ninja Turtles,$191.20M,"['Megan Fox', 'Will Arnett', 'William Fichtner', 'Noel Fisher']","Action, Adventure, Comedy","215,286"
Clash of the Titans,$163.21M,"['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes', 'Jason Flemyng']","Action, Adventure, Fantasy","287,910"
Oldboy,$2.19M,"['Josh Brolin', 'Elizabeth Olsen', 'Samuel L. Jackson', 'Sharlto Copley']","Action, Drama, Mystery","78,644"
The Man from Toronto,-,"['Kevin Hart', 'Woody Harrelson', 'Jasmine Mathews', 'Kaley Cuoco']","Action, Adventure, Comedy","55,009"
The League of Extraordinary Gentlemen,$66.47M,"['Sean Connery', 'Stuart Townsend', 'Peta Wilson', 'Jason Flemyng']","Action, Adventure, Fantasy","180,440"
Hollow Man,$73.21M,"['Kevin Bacon', 'Elisabeth Shue', 'Josh Brolin', 'Kim Dickens']","Action, Horror, Sci-Fi","134,936"
Over the Top,$16.06M,"['Sylvester Stallone', 'Robert Loggia', 'Susan Blakely', 'Rick Zumwalt']","Action, Drama, Sport","57,245"
Journey to the Center of the Earth,$101.70M,"['Brendan Fraser', 'Josh Hutcherson', 'Aníta Briem', 'Seth Meyers']","Action, Adventure, Family","127,580"
Mortal Kombat,$70.45M,"['Christopher Lambert', 'Robin Shou', 'Linden Ashby', 'Cary-Hiroyuki Tagawa']","Action, Adventure, Fantasy","121,654"
Without Remorse,-,"['Michael B. Jordan', 'Jodie Turner-Smith', 'Jamie Bell', 'Guy Pearce']","Action, Thriller, War","61,590"
Species,$60.07M,"['Natasha Henstridge', 'Michael Madsen', 'Ben Kingsley', 'Alfred Molina']","Action, Horror, Sci-Fi","82,727"
Noah,$101.20M,"['Russell Crowe', 'Jennifer Connelly', 'Anthony Hopkins', 'Emma Watson']","Action, Adventure, Drama","261,414"
Cobra,$49.04M,"['Sylvester Stallone', 'Brigitte Nielsen', 'Reni Santoni', 'Andrew Robinson']","Action, Crime, Thriller","77,017"
1941,$31.76M,"['John Belushi', 'Dan Aykroyd', 'Treat Williams', 'Nancy Allen']","Action, Comedy, War","35,243"
xXx,$142.11M,"['Vin Diesel', 'Asia Argento', 'Marton Csokas', 'Samuel L. Jackson']","Action, Adventure, Thriller","183,515"
Blade: Trinity,$52.41M,"['Wesley Snipes', 'Kris Kristofferson', 'Parker Posey', 'Ryan Reynolds']","Action, Horror, Sci-Fi","183,336"
The Mortal Instruments: City of Bones,$31.17M,"['Lily Collins', 'Jamie Campbell Bower', 'Robert Sheehan', 'Jemima West']","Action, Adventure, Fantasy","136,680"
Rambo III,$53.72M,"['Sylvester Stallone', 'Richard Crenna', 'Marc de Jonge', 'Kurtwood Smith']","Action, Adventure, Thriller","136,137"
Troll,-,"['Ine Marie Wilmann', 'Kim Falck', 'Mads Sjøgård Pettersen', 'Gard B. Eidsvold']","Action, Adventure, Drama","45,337"
End of Days,$66.89M,"['Arnold Schwarzenegger', 'Gabriel Byrne', 'Robin Tunney', 'Kevin Pollak']","Action, Fantasy, Horror","114,341"
Pride and Prejudice and Zombies,$10.91M,"['Lily James', 'Sam Riley', 'Jack Huston', 'Bella Heathcote']","Action, Comedy, Fantasy","58,639"
Lake Placid,$31.77M,"['Bridget Fonda', 'Bill Pullman', 'Oliver Platt', 'Brendan Gleeson']","Action, Comedy, Horror","63,676"
RoboCop 2,$45.68M,"['Peter Weller', 'Nancy Allen', 'Belinda Bauer', ""Dan O'Herlihy""]","Action, Crime, Sci-Fi","89,547"
Around the World in 80 Days,$24.01M,"['Jackie Chan', 'Steve Coogan', 'Jim Broadbent', 'Kathy Bates']","Action, Adventure, Comedy","92,650"
Extinction,-,"['Michael Peña', 'Lizzy Caplan', 'Amelia Crouch', 'Erica Tremblay']","Action, Drama, Sci-Fi","55,429"
Wild Hogs,$168.27M,"['Tim Allen', 'Martin Lawrence', 'John Travolta', 'William H. Macy']","Action, Adventure, Comedy","121,214"
The Host,$26.63M,"['Saoirse Ronan', 'Max Irons', 'Jake Abel', 'Diane Kruger']","Action, Adventure, Drama","117,041"
Haywire,$18.94M,"['Gina Carano', 'Ewan McGregor', 'Michael Fassbender', 'Michael Angarano']","Action, Drama, Thriller","88,625"
Hard to Kill,$47.41M,"['Steven Seagal', 'Kelly LeBrock', 'William Sadler', 'Frederick Coffin']","Action, Crime, Drama","31,410"
Into the Storm,$47.60M,"['Richard Armitage', 'Sarah Wayne Callies', 'Matt Walsh', 'Max Deacon']","Action, Adventure, Drama","70,288"
Morgan,$3.91M,"['Kate Mara', 'Anya Taylor-Joy', 'Rose Leslie', 'Michael Yare']","Action, Horror, Sci-Fi","45,013"
Straw Dogs,$10.32M,"['James Marsden', 'Kate Bosworth', 'Alexander Skarsgård', 'James Woods']","Action, Drama, Thriller","35,245"
Resident Evil: Afterlife,$60.13M,"['Milla Jovovich', 'Ali Larter', 'Wentworth Miller', 'Kim Coates']","Action, Horror, Sci-Fi","175,739"
Firewall,$48.75M,"['Harrison Ford', 'Virginia Madsen', 'Paul Bettany', 'Carly Schroeder']","Action, Crime, Thriller","58,860"
The Green Hornet,$98.78M,"['Seth Rogen', 'Jay Chou', 'Christoph Waltz', 'Cameron Diaz']","Action, Comedy, Crime","162,843"
Air America,$31.05M,"['Mel Gibson', 'Robert Downey Jr.', 'Nancy Travis', 'Ken Jenkins']","Action, Comedy, War","29,739"
Striking Distance,$23.80M,"['Bruce Willis', 'Sarah Jessica Parker', 'Dennis Farina', 'Tom Sizemore']","Action, Crime, Mystery","44,417"
The Gunman,$10.64M,"['Sean Penn', 'Idris Elba', 'Jasmine Trinca', 'Javier Bardem']","Action, Adventure, Crime","42,451"
Cirque du Freak: The Vampire's Assistant,$14.05M,"['Chris Massoglia', 'John C. Reilly', 'Salma Hayek', 'Josh Hutcherson']","Action, Adventure, Fantasy","47,340"
Reindeer Games,$23.36M,"['Ben Affleck', 'Gary Sinise', 'Charlize Theron', 'James Frain']","Action, Crime, Thriller","41,326"
Cradle 2 the Grave,$34.71M,"['Jet Li', 'DMX', 'Mark Dacascos', 'Anthony Anderson']","Action, Crime, Drama","45,914"
Sudden Death,$20.35M,"['Jean-Claude Van Damme', 'Powers Boothe', 'Raymond J. Barry', 'Whittni Wright']","Action, Crime, Thriller","35,982"
Bulletproof,$21.16M,"['Damon Wayans', 'Adam Sandler', 'James Caan', 'Jeep Swenson']","Action, Comedy, Crime","39,357"
Taxi 3,$0.50M,"['Samy Naceri', 'Frédéric Diefenthal', 'Bernard Farcy', 'Bai Ling']","Action, Comedy, Crime","44,400"
Samrat Prithviraj,-,"['Akshay Kumar', 'Sanjay Dutt', 'Ashutosh Rana', 'Manushi Chhillar']","Action, Drama, History","53,214"
Murder Mystery 2,-,"['Adam Sandler', 'Jennifer Aniston', 'Mark Strong', 'Mélanie Laurent']","Action, Comedy, Crime","56,898"
The Matrix Resurrections,-,"['Keanu Reeves', 'Carrie-Anne Moss', 'Yahya Abdul-Mateen II', 'Jonathan Groff']","Action, Sci-Fi","263,381"
Strange World,-,"['Qui Nguyen', 'Jake Gyllenhaal', 'Jaboukie Young-White', 'Gabrielle Union', 'Dennis Quaid']","Animation, Action, Adventure","41,420"
Planet of the Apes,$180.01M,"['Mark Wahlberg', 'Helena Bonham Carter', 'Tim Roth', 'Michael Clarke Duncan']","Action, Adventure, Sci-Fi","224,178"
Memory,-,"['Liam Neeson', 'Guy Pearce', 'Taj Atwal', 'Harold Torres']","Action, Crime, Thriller","31,079"
G.I. Joe: Retaliation,$122.52M,"['Dwayne Johnson', 'Channing Tatum', 'Adrianne Palicki', 'Lee Byung-hun']","Action, Adventure, Sci-Fi","184,935"
G.I. Joe: The Rise of Cobra,$152.27M,"['Dennis Quaid', 'Channing Tatum', 'Marlon Wayans', 'Adewale Akinnuoye-Agbaje']","Action, Adventure, Sci-Fi","212,428"
X-Men: Dark Phoenix,$65.85M,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult']","Action, Adventure, Sci-Fi","195,978"
Escape Room: Tournament of Champions,$25.19M,"['Taylor Russell', 'Logan Miller', 'Deborah Ann Woll', 'Thomas Cocquerel']","Action, Adventure, Horror","53,474"
The Three Musketeers,$20.38M,"['Logan Lerman', 'Matthew Macfadyen', 'Ray Stevenson', 'Milla Jovovich']","Action, Adventure, Fantasy","110,158"
Poseidon,$60.67M,"['Richard Dreyfuss', 'Kurt Russell', 'Emmy Rossum', 'Josh Lucas']","Action, Adventure, Thriller","107,803"
Fantastic Four,$154.70M,"['Ioan Gruffudd', 'Michael Chiklis', 'Chris Evans', 'Jessica Alba']","Action, Adventure, Fantasy","337,131"
Samaritan,-,"['Sylvester Stallone', ""Javon 'Wanna' Walton"", 'Pilou Asbæk', 'Dascha Polanco']","Action, Drama, Fantasy","51,095"
Journey 2: The Mysterious Island,$103.86M,"['Josh Hutcherson', 'Dwayne Johnson', 'Michael Caine', 'Luis Guzmán']","Action, Adventure, Comedy","108,494"
Only God Forgives,$0.78M,"['Ryan Gosling', 'Kristin Scott Thomas', 'Vithaya Pansringarm', 'Gordon Brown']","Action, Crime, Drama","115,449"
Wrath of the Titans,$83.67M,"['Sam Worthington', 'Liam Neeson', 'Rosamund Pike', 'Ralph Fiennes']","Action, Adventure, Fantasy","192,672"
Mechanic: Resurrection,$21.22M,"['Jason Statham', 'Jessica Alba', 'Tommy Lee Jones', 'Michelle Yeoh']","Action, Adventure, Crime","89,117"
Chaos Walking,$13.29M,"['Tom Holland', 'Daisy Ridley', 'Demián Bichir', 'David Oyelowo']","Action, Adventure, Fantasy","53,217"
Lara Croft: Tomb Raider,$131.14M,"['Angelina Jolie', 'Jon Voight', 'Iain Glen', 'Noah Taylor']","Action, Adventure, Fantasy","214,401"
Fool's Gold,$70.23M,"['Matthew McConaughey', 'Kate Hudson', 'Donald Sutherland', 'Alexis Dziena']","Action, Adventure, Comedy","82,423"
Bloodshot,$12.56M,"['Vin Diesel', 'Eiza González', 'Sam Heughan', 'Toby Kebbell']","Action, Adventure, Sci-Fi","81,691"
Buffy the Vampire Slayer,$16.62M,"['Kristy Swanson', 'Donald Sutherland', 'Paul Reubens', 'Rutger Hauer']","Action, Comedy, Fantasy","47,223"
Gemini Man,$48.55M,"['Will Smith', 'Mary Elizabeth Winstead', 'Clive Owen', 'Benedict Wong']","Action, Sci-Fi, Thriller","117,263"
Pan,$35.09M,"['Levi Miller', 'Hugh Jackman', 'Garrett Hedlund', 'Rooney Mara']","Action, Adventure, Comedy","66,085"
Freddy vs. Jason,$82.62M,"['Robert Englund', 'Ken Kirzinger', 'Kelly Rowland', 'Monica Keena']","Action, Horror","123,297"
Hitman: Agent 47,$22.47M,"['Rupert Friend', 'Hannah Ware', 'Zachary Quinto', 'Ciarán Hinds']","Action, Crime, Thriller","93,619"
Allegiant,$66.18M,"['Shailene Woodley', 'Theo James', 'Jeff Daniels', 'Naomi Watts']","Action, Adventure, Mystery","128,255"
Bandidas,-,"['Espen Sandberg', 'Penélope Cruz', 'Salma Hayek', 'Steve Zahn', 'Dwight Yoakam']","Action, Comedy, Crime","36,518"
Underworld: Blood Wars,$30.35M,"['Kate Beckinsale', 'Theo James', 'Tobias Menzies', 'Lara Pulver']","Action, Adventure, Fantasy","78,718"
Battle Los Angeles,$83.55M,"['Aaron Eckhart', 'Michelle Rodriguez', 'Bridget Moynahan', 'Ramón Rodríguez']","Action, Adventure, Sci-Fi","182,981"
The Darkest Minds,$12.70M,"['Amandla Stenberg', 'Mandy Moore', 'Bradley Whitford', 'Harris Dickinson']","Action, Adventure, Drama","34,252"
Gamer,$20.49M,"['Brian Taylor', 'Gerard Butler', 'Michael C. Hall', 'Ludacris', 'Amber Valletta']","Action, Sci-Fi, Thriller","137,671"
Escape from L.A.,$25.48M,"['Kurt Russell', 'Steve Buscemi', 'Stacy Keach', 'A.J. Langer']","Action, Adventure, Sci-Fi","77,962"
The Do-Over,-,"['Adam Sandler', 'David Spade', 'Paula Patton', 'Kathryn Hahn']","Action, Adventure, Comedy","49,233"
Cooties,$0.06M,"['Cary Murnion', 'Elijah Wood', 'Rainn Wilson', 'Alison Pill', 'Jack McBrayer']","Action, Comedy, Horror","27,420"
The Marksman,-,"['Katheryn Winnick', 'Liam Neeson', 'Teresa Ruiz', 'Juan Pablo Raba']","Action, Drama, Thriller","40,459"
Priest,$29.14M,"['Paul Bettany', 'Cam Gigandet', 'Maggie Q', 'Karl Urban']","Action, Fantasy, Horror","122,170"
Hudson Hawk,$17.22M,"['Bruce Willis', 'Danny Aiello', 'Andie MacDowell', 'James Coburn']","Action, Adventure, Comedy","58,414"
Race to Witch Mountain,$67.17M,"['Dwayne Johnson', 'Carla Gugino', 'AnnaSophia Robb', 'Alexander Ludwig']","Action, Adventure, Family","61,610"
Sabotage,$10.51M,"['Arnold Schwarzenegger', 'Sam Worthington', 'Terrence Howard', 'Olivia Williams']","Action, Crime, Drama","65,059"
Beckett,-,"['John David Washington', 'Boyd Holbrook', 'Vicky Krieps', 'Alicia Vikander']","Action, Crime, Drama","27,417"
Drillbit Taylor,$32.85M,"['Owen Wilson', 'Josh Peck', 'Alex Frost', 'Nate Hartley']","Action, Comedy, Crime","61,577"
Cutthroat Island,$10.02M,"['Geena Davis', 'Matthew Modine', 'Frank Langella', 'Maury Chaykin']","Action, Adventure, Comedy","29,469"
Ben-Hur,$26.41M,"['Jack Huston', 'Toby Kebbell', 'Rodrigo Santoro', 'Nazanin Boniadi']","Action, Drama, Romance","45,514"
Close,-,"['Noomi Rapace', 'Olivia Jewson', 'Abdellatif Chaouqi', 'Sophie Nélisse']","Action, Drama, Thriller","26,060"
Money Train,$35.32M,"['Wesley Snipes', 'Woody Harrelson', 'Jennifer Lopez', 'Robert Blake']","Action, Comedy, Crime","42,223"
Mighty Joe Young,$50.63M,"['Bill Paxton', 'Charlize Theron', 'Rade Serbedzija', 'Peter Firth']","Action, Adventure, Family","30,065"
Bullet to the Head,$9.48M,"['Sylvester Stallone', 'Jason Momoa', 'Christian Slater', 'Sung Kang']","Action, Crime, Thriller","51,296"
Red Planet,$18.00M,"['Val Kilmer', 'Carrie-Anne Moss', 'Tom Sizemore', 'Benjamin Bratt']","Action, Sci-Fi, Thriller","59,169"
Crocodile Dundee II,$109.31M,"['Paul Hogan', 'Linda Kozlowski', 'John Meillon', 'Ernie Dingo']","Action, Adventure, Comedy","59,342"
Nowhere to Run,$22.19M,"['Jean-Claude Van Damme', 'Rosanna Arquette', 'Kieran Culkin', 'Ted Levine']","Action, Drama, Romance","25,373"
The Art of War,$30.21M,"['Wesley Snipes', 'Donald Sutherland', 'Maury Chaykin', 'Anne Archer']","Action, Adventure, Crime","30,469"
Armored,$15.99M,"['Columbus Short', 'Matt Dillon', 'Laurence Fishburne', 'Jean Reno']","Action, Crime, Thriller","31,401"
The Meg,$143.01M,"['Jason Statham', 'Bingbing Li', 'Rainn Wilson', 'Cliff Curtis']","Action, Horror, Sci-Fi","183,089"
The Mother,-,"['Jennifer Lopez', 'Lucy Paez', 'Omari Hardwick', 'Joseph Fiennes']","Action, Thriller","38,572"
Jurassic World Dominion,$376.85M,"['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern', 'Sam Neill']","Action, Adventure, Sci-Fi","187,212"
Transformers: Age of Extinction,$245.44M,"['Mark Wahlberg', 'Nicola Peltz Beckham', 'Jack Reynor', 'Stanley Tucci']","Action, Adventure, Sci-Fi","323,986"
Pixels,$78.75M,"['Adam Sandler', 'Kevin James', 'Michelle Monaghan', 'Peter Dinklage']","Action, Comedy, Fantasy","151,864"
Beast,$31.85M,"['Liyabuya Gongo', 'Martin Munro', 'Daniel Hadebe', 'Thapelo Sebogodi']","Action, Adventure, Drama","35,565"
Hulk,$132.18M,"['Eric Bana', 'Jennifer Connelly', 'Sam Elliott', 'Josh Lucas']","Action, Sci-Fi","273,572"
You Don't Mess with the Zohan,$100.02M,"['Adam Sandler', 'John Turturro', 'Emmanuelle Chriqui', 'Nick Swardson']","Action, Comedy","208,504"
Last Seen Alive,-,"['Gerard Butler', 'Jaimie Alexander', 'Russell Hornsby', 'Ethan Embry']","Action, Mystery, Thriller","26,201"
Charlie's Angels,$125.31M,"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu', 'Bill Murray']","Action, Adventure, Comedy","191,991"
Men in Black: International,$80.00M,"['Chris Hemsworth', 'Tessa Thompson', 'Kumail Nanjiani', 'Rebecca Ferguson']","Action, Adventure, Comedy","140,511"
Assassin's Creed,$54.65M,"['Michael Fassbender', 'Marion Cotillard', 'Jeremy Irons', 'Brendan Gleeson']","Action, Adventure, Sci-Fi","204,106"
Spy Kids,$112.72M,"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas', 'Carla Gugino']","Action, Adventure, Comedy","122,432"
The Dark Tower,$50.70M,"['Idris Elba', 'Matthew McConaughey', 'Tom Taylor', 'Dennis Haysbert']","Action, Adventure, Fantasy","142,516"
Johnny Mnemonic,$19.08M,"['Keanu Reeves', 'Dolph Lundgren', 'Dina Meyer', 'Ice-T']","Action, Drama, Sci-Fi","74,332"
Pacific Rim: Uprising,$59.87M,"['John Boyega', 'Scott Eastwood', 'Cailee Spaeny', 'Burn Gorman']","Action, Adventure, Fantasy","122,173"
The Pacifier,$113.09M,"['Vin Diesel', 'Brittany Snow', 'Max Thieriot', 'Brad Garrett']","Action, Comedy, Drama","98,087"
Alexander,$34.30M,"['Colin Farrell', 'Anthony Hopkins', 'Rosario Dawson', 'Angelina Jolie']","Action, Biography, Drama","173,302"
The 355,-,"['Jessica Chastain', 'Penélope Cruz', 'Bingbing Fan', 'Diane Kruger']","Action, Thriller","33,493"
Fantastic Four: Rise of the Silver Surfer,$131.92M,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis']","Action, Adventure, Fantasy","272,081"
Alien vs. Predator,$80.28M,"['Sanaa Lathan', 'Lance Henriksen', 'Raoul Bova', 'Ewen Bremner']","Action, Adventure, Horror","206,514"
Hold the Dark,-,"['Jeffrey Wright', 'Alexander Skarsgård', 'James Badge Dale', 'Riley Keough']","Action, Crime, Drama","39,114"
The Ice Road,-,"['Liam Neeson', 'Marcus Thomas', 'Laurence Fishburne', 'Amber Midthunder']","Action, Adventure, Thriller","44,369"
R.I.P.D.,$33.62M,"['Ryan Reynolds', 'Jeff Bridges', 'Mary-Louise Parker', 'Kevin Bacon']","Action, Adventure, Comedy","140,202"
Jolt,-,"['Kate Beckinsale', 'Jai Courtney', 'Stanley Tucci', 'Bobby Cannavale']","Action, Comedy, Crime","33,504"
The Specialist,$57.36M,"['Sylvester Stallone', 'Sharon Stone', 'James Woods', 'Rod Steiger']","Action, Drama, Thriller","68,140"
Judge Dredd,$34.69M,"['Sylvester Stallone', 'Armand Assante', 'Rob Schneider', 'Jürgen Prochnow']","Action, Crime, Sci-Fi","121,778"
Jay and Silent Bob Reboot,-,"['Joey Lauren Adams', 'Ben Affleck', 'Fred Armisen', 'Diedrich Bader']","Action, Adventure, Comedy","27,329"
Chain Reaction,$21.23M,"['Keanu Reeves', 'Morgan Freeman', 'Rachel Weisz', 'Fred Ward']","Action, Drama, Sci-Fi","54,331"
Raw Deal,$16.21M,"['Arnold Schwarzenegger', 'Kathryn Harrold', 'Sam Wanamaker', 'Paul Shenar']","Action, Crime, Thriller","36,238"
Timeline,$19.48M,"['Paul Walker', 'Gerard Butler', 'Billy Connolly', ""Frances O'Connor""]","Action, Adventure, Sci-Fi","64,693"
Machete Kills,$8.01M,"['Danny Trejo', 'Alexa PenaVega', 'Mel Gibson', 'Jessica Alba']","Action, Crime, Thriller","80,870"
Wild Card,$0.00M,"['Jason Statham', 'Michael Angarano', 'Dominik Garcia', 'Milo Ventimiglia']","Action, Crime, Drama","58,079"
Survivor,-,"['Milla Jovovich', 'Pierce Brosnan', 'Dylan McDermott', 'Paddy Wallace']","Action, Crime, Thriller","34,932"
Double Impact,$30.10M,"['Jean-Claude Van Damme', 'Geoffrey Lewis', 'Alonna Shaw', 'Corinna Everson']","Action, Crime","42,516"
Brahmastra Part One: Shiva,-,"['Amitabh Bachchan', 'Ranbir Kapoor', 'Alia Bhatt', 'Nagarjuna Akkineni']","Action, Adventure, Fantasy","109,095"
MacGruber,$8.46M,"['Will Forte', 'Kristen Wiig', 'Val Kilmer', 'Ryan Phillippe']","Action, Comedy","46,519"
National Security,$36.38M,"['Martin Lawrence', 'Steve Zahn', 'Colm Feore', 'Bill Duke']","Action, Comedy, Crime","52,693"
Sleepless,$20.78M,"['Jamie Foxx', 'Michelle Monaghan', 'Dermot Mulroney', 'Gabrielle Union']","Action, Thriller","33,519"
Bad Company,$30.16M,"['Anthony Hopkins', 'Chris Rock', 'Matthew Marsh', 'Gabriel Macht']","Action, Comedy, Thriller","49,136"
The Pink Panther 2,$35.92M,"['Steve Martin', 'Jean Reno', 'Emily Mortimer', 'Andy Garcia']","Action, Adventure, Comedy","46,863"
Fighting,$23.04M,"['Channing Tatum', 'Terrence Howard', 'Luis Guzmán', 'Zulay Henao']","Action, Crime, Drama","33,809"
Brick Mansions,$20.40M,"['Paul Walker', 'David Belle', 'RZA', 'Goûchy Boy']","Action, Crime, Thriller","43,391"
The Quest,$21.60M,"['Jean-Claude Van Damme', 'Roger Moore', 'James Remar', 'Janet Gunn']","Action, Adventure, Drama","27,176"
